Breed,Age (Years),Weight (kg),Color,Gender,breed_key,rank_recent,rank_mean,rank_missing_share,Gender_bin,size_class,age_bin
Rottweiler,7,32,White,Male,rottweiler,8.0,8.5,0.0,0,large,adult
Poodle,12,45,White,Female,poodle,6.0,7.0,0.0,1,giant,senior
Australian Shepherd,14,37,Brown,Male,australian shepherd,12.0,16.0,0.0,0,large,senior
Belgian Malinois,2,50,Black and Tan,Male,belgian malinoi,37.0,47.875,0.0,0,giant,adult
Papillon,6,54,Brown,Male,papillon,53.0,49.375,0.0,0,giant,adult
Shiba Inu,9,19,Red,Female,inu shiba,43.0,44.875,0.0,1,medium,senior
Havanese,5,9,Merle,Male,havanese,24.0,23.75,0.0,0,small,adult
Chihuahua,7,30,Spotted,Male,chihuahua,34.0,29.75,0.0,0,large,adult
Akita,6,37,Sable,Male,akita,48.0,46.5,0.0,0,large,adult
Pekingese,14,17,Sable,Female,pekingese,95.0,86.375,0.0,1,medium,senior
Chinese Shar-Pei,13,49,Sable,Male,chinese pei shar,61.0,60.875,0.0,0,giant,senior
Bernese Mountain Dog,7,46,Sable,Male,bernese mountain,22.0,26.5,0.0,0,giant,adult
Dogo Argentino,1,47,Black and White,Female,argentino dogo,93.0,93.0,0.875,1,giant,puppy
Bulldog,3,57,Brindle,Female,bulldog,5.0,4.625,0.0,1,giant,adult
Labrador Retriever,6,18,Black and White,Female,labrador retriever,1.0,1.0,0.0,1,medium,adult
Border Collie,7,57,Cream,Male,border collie,,,,0,giant,adult
Boston Terrier,3,55,Black,Male,boston terrier,21.0,21.625,0.0,0,giant,adult
Poodle,10,55,Blue,Female,poodle,6.0,7.0,0.0,1,giant,senior
Maltese,2,54,Merle,Female,maltese,38.0,33.0,0.0,1,giant,adult
Doberman Pinscher,5,10,Brindle,Female,doberman pinscher,18.0,15.625,0.0,1,small,adult
Bulldog,9,28,Gray,Female,bulldog,5.0,4.625,0.0,1,large,senior
Shiba Inu,9,42,Tricolor,Female,inu shiba,43.0,44.875,0.0,1,large,senior
Rottweiler,4,57,Brindle,Female,rottweiler,8.0,8.5,0.0,1,giant,adult
Doberman Pinscher,8,35,Spotted,Male,doberman pinscher,18.0,15.625,0.0,0,large,senior
Yorkshire Terrier,11,33,Brown,Male,terrier yorkshire,13.0,9.0,0.0,0,large,senior
Boxer,14,59,Black and White,Female,boxer,14.0,10.625,0.0,1,giant,senior
Weimaraner,3,26,Cream,Female,weimaraner,39.0,35.5,0.0,1,large,adult
Schnauzer,10,24,Brindle,Male,schnauzer,,,,0,medium,senior
Cavalier King Charles Spaniel,2,29,Cream,Female,cavalier charle king spaniel,17.0,18.0,0.0,1,large,adult
Boxer,11,52,Cream,Male,boxer,14.0,10.625,0.0,0,giant,senior
Airedale Terrier,12,28,Black and Tan,Male,airedale terrier,62.0,57.375,0.0,0,large,senior
Lhasa Apso,2,50,White,Female,apso lhasa,78.0,71.375,0.0,1,giant,adult
Saint Bernard,2,15,Brown,Female,bernard saint,,,,1,medium,adult
Shiba Inu,7,35,Tan,Male,inu shiba,43.0,44.875,0.0,0,large,adult
Chihuahua,14,37,Brown,Female,chihuahua,34.0,29.75,0.0,1,large,senior
Havanese,4,26,Brindle,Male,havanese,24.0,23.75,0.0,0,large,adult
Shiba Inu,14,45,Merle,Female,inu shiba,43.0,44.875,0.0,1,giant,senior
Great Dane,7,59,Brown,Male,dane great,15.0,15.25,0.0,0,giant,adult
Alaskan Malamute,6,35,Merle,Male,alaskan malamute,65.0,58.875,0.0,0,large,adult
Chesapeake Bay Retriever,5,11,Brown,Female,bay chesapeake retriever,50.0,44.125,0.0,1,medium,adult
Whippet,3,30,Tan,Female,whippet,59.0,58.875,0.0,1,large,adult
Irish Setter,8,10,Bicolor,Male,irish setter,75.0,74.625,0.0,0,small,senior
Airedale Terrier,9,36,Black,Male,airedale terrier,62.0,57.375,0.0,0,large,senior
Yorkshire Terrier,9,52,Tricolor,Female,terrier yorkshire,13.0,9.0,0.0,1,giant,senior
Vizsla,1,51,Black,Male,vizsla,35.0,32.625,0.0,0,giant,puppy
Golden Retriever,8,32,Black and White,Female,golden retriever,4.0,3.125,0.0,1,large,senior
Doberman Pinscher,9,30,Sable,Female,doberman pinscher,18.0,15.625,0.0,1,large,senior
Australian Shepherd,9,38,Spotted,Female,australian shepherd,12.0,16.0,0.0,1,large,senior
French Bulldog,8,32,Merle,Male,bulldog french,2.0,5.75,0.0,0,large,senior
Shetland Sheepdog,5,21,Brindle,Female,sheepdog shetland,27.0,23.75,0.0,1,medium,adult
Lhasa Apso,11,21,Tricolor,Male,apso lhasa,78.0,71.375,0.0,0,medium,senior
Whippet,7,20,Spotted,Female,whippet,59.0,58.875,0.0,1,medium,adult
Pekingese,10,35,Red,Female,pekingese,95.0,86.375,0.0,1,large,senior
Vizsla,7,39,Tan,Male,vizsla,35.0,32.625,0.0,0,large,adult
Pomeranian,9,10,Merle,Male,pomeranian,23.0,21.75,0.0,0,small,senior
Miniature Schnauzer,4,13,Black and Tan,Male,miniature schnauzer,19.0,17.5,0.0,0,medium,adult
Rottweiler,8,21,Bicolor,Male,rottweiler,8.0,8.5,0.0,0,medium,senior
Rottweiler,9,43,Merle,Male,rottweiler,8.0,8.5,0.0,0,large,senior
Border Collie,5,56,Black,Female,border collie,,,,1,giant,adult
Bulldog,3,44,Spotted,Female,bulldog,5.0,4.625,0.0,1,large,adult
Samoyed,4,33,Bicolor,Female,samoyed,56.0,61.5,0.0,1,large,adult
Bernese Mountain Dog,1,10,Brindle,Male,bernese mountain,22.0,26.5,0.0,0,small,puppy
Border Collie,5,5,Gray,Female,border collie,,,,1,small,adult
Chinese Shar-Pei,9,24,White,Female,chinese pei shar,61.0,60.875,0.0,1,medium,senior
Jack Russell Terrier,1,28,Black,Female,jack russell terrier,,,,1,large,puppy
Cocker Spaniel,12,35,Black,Female,cocker spaniel,30.0,29.375,0.0,1,large,senior
Chihuahua,13,57,Black,Female,chihuahua,34.0,29.75,0.0,1,giant,senior
Miniature Schnauzer,11,51,Gray,Female,miniature schnauzer,19.0,17.5,0.0,1,giant,senior
Shiba Inu,5,43,Merle,Male,inu shiba,43.0,44.875,0.0,0,large,adult
Bichon Frise,3,45,Gray,Female,bichon frise,45.0,44.125,0.0,1,giant,adult
Weimaraner,7,39,Black,Male,weimaraner,39.0,35.5,0.0,0,large,adult
Bloodhound,3,22,Black and White,Female,bloodhound,46.0,49.375,0.0,1,medium,adult
Boston Terrier,3,20,Blue,Female,boston terrier,21.0,21.625,0.0,1,medium,adult
Airedale Terrier,3,15,Red,Male,airedale terrier,62.0,57.375,0.0,0,medium,adult
French Bulldog,13,23,White,Male,bulldog french,2.0,5.75,0.0,0,medium,senior
Miniature Schnauzer,8,45,Blue,Male,miniature schnauzer,19.0,17.5,0.0,0,giant,senior
Shih Tzu,12,32,Bicolor,Female,shih tzu,20.0,18.875,0.0,1,large,senior
Chinese Shar-Pei,11,56,Merle,Female,chinese pei shar,61.0,60.875,0.0,1,giant,senior
Rottweiler,10,47,Bicolor,Female,rottweiler,8.0,8.5,0.0,1,giant,senior
Schnauzer,11,43,Sable,Male,schnauzer,,,,0,large,senior
Chesapeake Bay Retriever,7,19,Sable,Male,bay chesapeake retriever,50.0,44.125,0.0,0,medium,adult
Miniature Schnauzer,10,52,Cream,Female,miniature schnauzer,19.0,17.5,0.0,1,giant,senior
Siberian Husky,7,22,Gray,Female,husky siberian,16.0,13.5,0.0,1,medium,adult
Jack Russell Terrier,1,46,Spotted,Female,jack russell terrier,,,,1,giant,puppy
Bichon Frise,3,49,Blue,Female,bichon frise,45.0,44.125,0.0,1,giant,adult
Bull Terrier,2,8,Sable,Female,bull terrier,64.0,58.125,0.0,1,small,adult
Akita,11,53,Bicolor,Male,akita,48.0,46.5,0.0,0,giant,senior
Rottweiler,5,58,Merle,Female,rottweiler,8.0,8.5,0.0,1,giant,adult
Cavalier King Charles Spaniel,7,30,Cream,Female,cavalier charle king spaniel,17.0,18.0,0.0,1,large,adult
Samoyed,4,29,Gray,Male,samoyed,56.0,61.5,0.0,0,large,adult
Pug,9,49,Red,Female,pug,29.0,31.0,0.0,1,giant,senior
German Shepherd,12,36,Sable,Female,german shepherd,3.0,2.125,0.0,1,large,senior
Maltese,12,28,Black,Female,maltese,38.0,33.0,0.0,1,large,senior
Pug,13,20,Black and White,Male,pug,29.0,31.0,0.0,0,medium,senior
Samoyed,8,26,Gray,Female,samoyed,56.0,61.5,0.0,1,large,senior
Bichon Frise,6,34,Tan,Female,bichon frise,45.0,44.125,0.0,1,large,adult
Vizsla,10,27,Bicolor,Male,vizsla,35.0,32.625,0.0,0,large,senior
Whippet,1,29,Gray,Male,whippet,59.0,58.875,0.0,0,large,puppy
Maltese,12,8,Sable,Male,maltese,38.0,33.0,0.0,0,small,senior
Lhasa Apso,3,14,Spotted,Male,apso lhasa,78.0,71.375,0.0,0,medium,adult
Siberian Husky,14,43,Merle,Male,husky siberian,16.0,13.5,0.0,0,large,senior
Bulldog,2,5,Merle,Male,bulldog,5.0,4.625,0.0,0,small,adult
Lhasa Apso,1,20,Cream,Male,apso lhasa,78.0,71.375,0.0,0,medium,puppy
Chinese Shar-Pei,12,49,White,Female,chinese pei shar,61.0,60.875,0.0,1,giant,senior
Irish Setter,6,46,Tricolor,Female,irish setter,75.0,74.625,0.0,1,giant,adult
Basenji,12,19,Tan,Female,basenji,86.0,86.375,0.0,1,medium,senior
Chihuahua,10,10,Brown,Female,chihuahua,34.0,29.75,0.0,1,small,senior
Rottweiler,8,22,Tricolor,Male,rottweiler,8.0,8.5,0.0,0,medium,senior
Dachshund,11,46,Blue,Male,dachshund,10.0,11.625,0.0,0,giant,senior
Bichon Frise,4,8,Tricolor,Female,bichon frise,45.0,44.125,0.0,1,small,adult
Chihuahua,5,53,Brindle,Female,chihuahua,34.0,29.75,0.0,1,giant,adult
Bloodhound,5,24,Black,Male,bloodhound,46.0,49.375,0.0,0,medium,adult
Shih Tzu,8,23,Black and White,Female,shih tzu,20.0,18.875,0.0,1,medium,senior
Bulldog,14,48,Cream,Female,bulldog,5.0,4.625,0.0,1,giant,senior
Pomeranian,2,54,Red,Male,pomeranian,23.0,21.75,0.0,0,giant,adult
Australian Shepherd,8,54,Blue,Male,australian shepherd,12.0,16.0,0.0,0,giant,senior
Pekingese,8,6,Brown,Male,pekingese,95.0,86.375,0.0,0,small,senior
Chihuahua,9,12,Black and White,Female,chihuahua,34.0,29.75,0.0,1,medium,senior
West Highland White Terrier,10,13,Blue,Female,highland terrier west white,44.0,41.0,0.0,1,medium,senior
Bernese Mountain Dog,6,36,Cream,Female,bernese mountain,22.0,26.5,0.0,1,large,adult
Pembroke Welsh Corgi,7,19,Sable,Female,corgi pembroke welsh,11.0,16.625,0.0,1,medium,adult
Schnauzer,2,19,Gray,Male,schnauzer,,,,0,medium,adult
Bichon Frise,1,25,Blue,Male,bichon frise,45.0,44.125,0.0,0,large,puppy
Pomeranian,1,23,Bicolor,Male,pomeranian,23.0,21.75,0.0,0,medium,puppy
Irish Setter,1,52,Black and Tan,Female,irish setter,75.0,74.625,0.0,1,giant,puppy
Alaskan Malamute,3,40,Black and White,Male,alaskan malamute,65.0,58.875,0.0,0,large,adult
Boston Terrier,4,49,Spotted,Male,boston terrier,21.0,21.625,0.0,0,giant,adult
Golden Retriever,2,45,Black and Tan,Male,golden retriever,4.0,3.125,0.0,0,giant,adult
Bernese Mountain Dog,7,44,Brindle,Female,bernese mountain,22.0,26.5,0.0,1,large,adult
Labrador Retriever,5,36,Merle,Male,labrador retriever,1.0,1.0,0.0,0,large,adult
Schnauzer,1,6,Gray,Male,schnauzer,,,,0,small,puppy
Irish Setter,9,31,Red,Male,irish setter,75.0,74.625,0.0,0,large,senior
Beagle,9,29,Bicolor,Female,beagle,7.0,5.625,0.0,1,large,senior
Miniature Schnauzer,7,43,Black,Female,miniature schnauzer,19.0,17.5,0.0,1,large,adult
Pomeranian,12,46,Gray,Male,pomeranian,23.0,21.75,0.0,0,giant,senior
Irish Setter,5,36,Blue,Male,irish setter,75.0,74.625,0.0,0,large,adult
Bernese Mountain Dog,6,16,White,Male,bernese mountain,22.0,26.5,0.0,0,medium,adult
Shih Tzu,6,53,Bicolor,Female,shih tzu,20.0,18.875,0.0,1,giant,adult
Siberian Husky,8,40,White,Female,husky siberian,16.0,13.5,0.0,1,large,senior
Vizsla,8,16,Red,Male,vizsla,35.0,32.625,0.0,0,medium,senior
Cocker Spaniel,10,54,Merle,Female,cocker spaniel,30.0,29.375,0.0,1,giant,senior
Schnauzer,4,52,Blue,Male,schnauzer,,,,0,giant,adult
Great Dane,11,54,Black and Tan,Male,dane great,15.0,15.25,0.0,0,giant,senior
Cocker Spaniel,6,54,Red,Male,cocker spaniel,30.0,29.375,0.0,0,giant,adult
Basenji,6,55,Brindle,Male,basenji,86.0,86.375,0.0,0,giant,adult
Basenji,5,52,Brindle,Male,basenji,86.0,86.375,0.0,0,giant,adult
Bernese Mountain Dog,13,55,Black and Tan,Male,bernese mountain,22.0,26.5,0.0,0,giant,senior
Jack Russell Terrier,11,50,Merle,Female,jack russell terrier,,,,1,giant,senior
Pekingese,10,34,Black and Tan,Female,pekingese,95.0,86.375,0.0,1,large,senior
Great Dane,13,41,Gray,Female,dane great,15.0,15.25,0.0,1,large,senior
Papillon,1,55,Bicolor,Male,papillon,53.0,49.375,0.0,0,giant,puppy
West Highland White Terrier,10,15,Blue,Female,highland terrier west white,44.0,41.0,0.0,1,medium,senior
Dachshund,6,47,White,Male,dachshund,10.0,11.625,0.0,0,giant,adult
Boston Terrier,14,31,Black and Tan,Male,boston terrier,21.0,21.625,0.0,0,large,senior
Doberman Pinscher,12,16,Red,Male,doberman pinscher,18.0,15.625,0.0,0,medium,senior
Labrador Retriever,7,46,Black and Tan,Male,labrador retriever,1.0,1.0,0.0,0,giant,adult
Bull Terrier,11,12,White,Female,bull terrier,64.0,58.125,0.0,1,medium,senior
Bloodhound,8,57,Black and Tan,Female,bloodhound,46.0,49.375,0.0,1,giant,senior
Akita,1,37,Merle,Female,akita,48.0,46.5,0.0,1,large,puppy
German Shepherd,9,32,Brindle,Female,german shepherd,3.0,2.125,0.0,1,large,senior
Lhasa Apso,1,12,White,Female,apso lhasa,78.0,71.375,0.0,1,medium,puppy
Pomeranian,12,25,Tan,Female,pomeranian,23.0,21.75,0.0,1,large,senior
Samoyed,8,22,Black,Male,samoyed,56.0,61.5,0.0,0,medium,senior
Rottweiler,9,15,Black and White,Female,rottweiler,8.0,8.5,0.0,1,medium,senior
Pomeranian,13,33,Brown,Female,pomeranian,23.0,21.75,0.0,1,large,senior
Bull Terrier,9,11,Spotted,Female,bull terrier,64.0,58.125,0.0,1,medium,senior
Great Dane,10,33,Sable,Male,dane great,15.0,15.25,0.0,0,large,senior
German Shepherd,5,21,Red,Female,german shepherd,3.0,2.125,0.0,1,medium,adult
Shetland Sheepdog,1,9,Merle,Male,sheepdog shetland,27.0,23.75,0.0,0,small,puppy
Golden Retriever,14,10,Gray,Male,golden retriever,4.0,3.125,0.0,0,small,senior
Shiba Inu,4,29,Merle,Female,inu shiba,43.0,44.875,0.0,1,large,adult
Whippet,7,49,Tricolor,Female,whippet,59.0,58.875,0.0,1,giant,adult
Beagle,9,59,White,Male,beagle,7.0,5.625,0.0,0,giant,senior
Bloodhound,4,53,Brown,Male,bloodhound,46.0,49.375,0.0,0,giant,adult
Saint Bernard,5,37,Tan,Female,bernard saint,,,,1,large,adult
Dogo Argentino,5,51,Cream,Female,argentino dogo,93.0,93.0,0.875,1,giant,adult
Weimaraner,13,17,Blue,Female,weimaraner,39.0,35.5,0.0,1,medium,senior
Havanese,5,6,Brindle,Male,havanese,24.0,23.75,0.0,0,small,adult
Chinese Shar-Pei,12,52,Tricolor,Female,chinese pei shar,61.0,60.875,0.0,1,giant,senior
Miniature Schnauzer,2,17,Cream,Female,miniature schnauzer,19.0,17.5,0.0,1,medium,adult
Bloodhound,12,30,Black and White,Female,bloodhound,46.0,49.375,0.0,1,large,senior
Bernese Mountain Dog,4,5,White,Male,bernese mountain,22.0,26.5,0.0,0,small,adult
Irish Setter,9,10,Black,Female,irish setter,75.0,74.625,0.0,1,small,senior
Australian Shepherd,9,17,Black,Male,australian shepherd,12.0,16.0,0.0,0,medium,senior
Rottweiler,4,35,Sable,Female,rottweiler,8.0,8.5,0.0,1,large,adult
Bichon Frise,3,45,Bicolor,Male,bichon frise,45.0,44.125,0.0,0,giant,adult
Shetland Sheepdog,2,22,White,Female,sheepdog shetland,27.0,23.75,0.0,1,medium,adult
German Shepherd,13,33,Spotted,Male,german shepherd,3.0,2.125,0.0,0,large,senior
Boxer,5,57,Spotted,Female,boxer,14.0,10.625,0.0,1,giant,adult
Chinese Shar-Pei,8,33,Tricolor,Male,chinese pei shar,61.0,60.875,0.0,0,large,senior
Doberman Pinscher,7,16,Brindle,Male,doberman pinscher,18.0,15.625,0.0,0,medium,adult
Pembroke Welsh Corgi,13,34,Spotted,Male,corgi pembroke welsh,11.0,16.625,0.0,0,large,senior
Labrador Retriever,9,6,Red,Female,labrador retriever,1.0,1.0,0.0,1,small,senior
French Bulldog,1,45,Red,Female,bulldog french,2.0,5.75,0.0,1,giant,puppy
Weimaraner,2,5,Black,Female,weimaraner,39.0,35.5,0.0,1,small,adult
Boston Terrier,14,49,Gray,Female,boston terrier,21.0,21.625,0.0,1,giant,senior
Cocker Spaniel,2,55,Gray,Female,cocker spaniel,30.0,29.375,0.0,1,giant,adult
Jack Russell Terrier,4,32,Tan,Female,jack russell terrier,,,,1,large,adult
Poodle,8,20,Blue,Male,poodle,6.0,7.0,0.0,0,medium,senior
Boston Terrier,9,48,Red,Female,boston terrier,21.0,21.625,0.0,1,giant,senior
Bulldog,5,57,Red,Female,bulldog,5.0,4.625,0.0,1,giant,adult
Belgian Malinois,7,21,Tricolor,Female,belgian malinoi,37.0,47.875,0.0,1,medium,adult
Pug,12,31,Gray,Female,pug,29.0,31.0,0.0,1,large,senior
Pug,11,18,Brown,Female,pug,29.0,31.0,0.0,1,medium,senior
Poodle,3,30,Black and White,Male,poodle,6.0,7.0,0.0,0,large,adult
Shiba Inu,14,46,Black and Tan,Female,inu shiba,43.0,44.875,0.0,1,giant,senior
Pomeranian,7,28,Brown,Male,pomeranian,23.0,21.75,0.0,0,large,adult
French Bulldog,10,12,Brown,Male,bulldog french,2.0,5.75,0.0,0,medium,senior
Yorkshire Terrier,1,24,Gray,Male,terrier yorkshire,13.0,9.0,0.0,0,medium,puppy
Great Dane,1,43,Spotted,Male,dane great,15.0,15.25,0.0,0,large,puppy
Belgian Malinois,3,6,Bicolor,Female,belgian malinoi,37.0,47.875,0.0,1,small,adult
Dachshund,10,48,Bicolor,Male,dachshund,10.0,11.625,0.0,0,giant,senior
Bloodhound,10,45,White,Female,bloodhound,46.0,49.375,0.0,1,giant,senior
Great Dane,1,9,Brown,Female,dane great,15.0,15.25,0.0,1,small,puppy
Schnauzer,6,20,Gray,Female,schnauzer,,,,1,medium,adult
Airedale Terrier,1,26,Gray,Female,airedale terrier,62.0,57.375,0.0,1,large,puppy
Pembroke Welsh Corgi,11,24,Spotted,Female,corgi pembroke welsh,11.0,16.625,0.0,1,medium,senior
Akita,14,33,Brown,Male,akita,48.0,46.5,0.0,0,large,senior
Bichon Frise,5,38,Red,Male,bichon frise,45.0,44.125,0.0,0,large,adult
Rottweiler,8,15,Spotted,Male,rottweiler,8.0,8.5,0.0,0,medium,senior
Rottweiler,8,29,Tan,Female,rottweiler,8.0,8.5,0.0,1,large,senior
Bull Terrier,2,30,Brown,Female,bull terrier,64.0,58.125,0.0,1,large,adult
Bloodhound,9,58,White,Female,bloodhound,46.0,49.375,0.0,1,giant,senior
Poodle,7,12,Red,Female,poodle,6.0,7.0,0.0,1,medium,adult
Boxer,14,25,Black,Female,boxer,14.0,10.625,0.0,1,large,senior
Maltese,6,40,Bicolor,Female,maltese,38.0,33.0,0.0,1,large,adult
Siberian Husky,2,28,Spotted,Female,husky siberian,16.0,13.5,0.0,1,large,adult
Basenji,6,19,Sable,Female,basenji,86.0,86.375,0.0,1,medium,adult
Chesapeake Bay Retriever,5,20,Gray,Female,bay chesapeake retriever,50.0,44.125,0.0,1,medium,adult
Chihuahua,3,9,Gray,Female,chihuahua,34.0,29.75,0.0,1,small,adult
Samoyed,7,48,Merle,Male,samoyed,56.0,61.5,0.0,0,giant,adult
Australian Shepherd,13,41,Brindle,Female,australian shepherd,12.0,16.0,0.0,1,large,senior
Bulldog,11,35,Sable,Male,bulldog,5.0,4.625,0.0,0,large,senior
Pomeranian,2,37,Gray,Male,pomeranian,23.0,21.75,0.0,0,large,adult
Papillon,12,44,Merle,Male,papillon,53.0,49.375,0.0,0,large,senior
Golden Retriever,2,47,Black and Tan,Male,golden retriever,4.0,3.125,0.0,0,giant,adult
Rottweiler,12,26,Tan,Female,rottweiler,8.0,8.5,0.0,1,large,senior
Samoyed,8,56,Tricolor,Male,samoyed,56.0,61.5,0.0,0,giant,senior
Yorkshire Terrier,14,6,Tricolor,Female,terrier yorkshire,13.0,9.0,0.0,1,small,senior
Poodle,10,55,Black and Tan,Male,poodle,6.0,7.0,0.0,0,giant,senior
Bull Terrier,6,28,Sable,Female,bull terrier,64.0,58.125,0.0,1,large,adult
Australian Shepherd,5,5,Brown,Male,australian shepherd,12.0,16.0,0.0,0,small,adult
Australian Shepherd,11,19,Sable,Male,australian shepherd,12.0,16.0,0.0,0,medium,senior
Belgian Malinois,2,32,White,Female,belgian malinoi,37.0,47.875,0.0,1,large,adult
Bernese Mountain Dog,6,57,Sable,Female,bernese mountain,22.0,26.5,0.0,1,giant,adult
Pomeranian,8,18,Sable,Male,pomeranian,23.0,21.75,0.0,0,medium,senior
Bernese Mountain Dog,9,42,Brindle,Male,bernese mountain,22.0,26.5,0.0,0,large,senior
Bernese Mountain Dog,3,57,Tan,Female,bernese mountain,22.0,26.5,0.0,1,giant,adult
Cocker Spaniel,5,39,Tricolor,Female,cocker spaniel,30.0,29.375,0.0,1,large,adult
Pekingese,10,17,Brindle,Female,pekingese,95.0,86.375,0.0,1,medium,senior
Boxer,8,7,Red,Female,boxer,14.0,10.625,0.0,1,small,senior
Pembroke Welsh Corgi,14,55,Black and White,Female,corgi pembroke welsh,11.0,16.625,0.0,1,giant,senior
Saint Bernard,3,38,Spotted,Female,bernard saint,,,,1,large,adult
Border Collie,9,19,Bicolor,Female,border collie,,,,1,medium,senior
Bull Terrier,3,22,Tan,Female,bull terrier,64.0,58.125,0.0,1,medium,adult
Miniature Schnauzer,2,46,Blue,Female,miniature schnauzer,19.0,17.5,0.0,1,giant,adult
Yorkshire Terrier,9,49,Black and Tan,Male,terrier yorkshire,13.0,9.0,0.0,0,giant,senior
German Shepherd,8,12,Tricolor,Female,german shepherd,3.0,2.125,0.0,1,medium,senior
Saint Bernard,2,32,Brindle,Female,bernard saint,,,,1,large,adult
Whippet,4,28,Black and White,Male,whippet,59.0,58.875,0.0,0,large,adult
Rottweiler,11,40,Bicolor,Female,rottweiler,8.0,8.5,0.0,1,large,senior
Irish Setter,6,52,Red,Male,irish setter,75.0,74.625,0.0,0,giant,adult
Dachshund,9,6,Blue,Male,dachshund,10.0,11.625,0.0,0,small,senior
Dachshund,2,12,Tricolor,Female,dachshund,10.0,11.625,0.0,1,medium,adult
Maltese,4,16,Black and Tan,Male,maltese,38.0,33.0,0.0,0,medium,adult
Schnauzer,10,44,Tan,Male,schnauzer,,,,0,large,senior
Alaskan Malamute,2,15,Spotted,Female,alaskan malamute,65.0,58.875,0.0,1,medium,adult
Bichon Frise,11,13,Black and Tan,Male,bichon frise,45.0,44.125,0.0,0,medium,senior
Shih Tzu,3,19,Merle,Male,shih tzu,20.0,18.875,0.0,0,medium,adult
Chihuahua,8,34,Brindle,Male,chihuahua,34.0,29.75,0.0,0,large,senior
Poodle,12,36,Tricolor,Female,poodle,6.0,7.0,0.0,1,large,senior
Havanese,6,31,Brindle,Female,havanese,24.0,23.75,0.0,1,large,adult
West Highland White Terrier,11,56,Gray,Female,highland terrier west white,44.0,41.0,0.0,1,giant,senior
Bull Terrier,9,46,Black and Tan,Female,bull terrier,64.0,58.125,0.0,1,giant,senior
Rottweiler,6,21,Tan,Male,rottweiler,8.0,8.5,0.0,0,medium,adult
Vizsla,4,46,Blue,Male,vizsla,35.0,32.625,0.0,0,giant,adult
Bloodhound,3,50,Sable,Female,bloodhound,46.0,49.375,0.0,1,giant,adult
Pembroke Welsh Corgi,6,36,Merle,Male,corgi pembroke welsh,11.0,16.625,0.0,0,large,adult
Dogo Argentino,5,31,Sable,Male,argentino dogo,93.0,93.0,0.875,0,large,adult
Alaskan Malamute,9,58,Blue,Male,alaskan malamute,65.0,58.875,0.0,0,giant,senior
Maltese,2,42,Black,Female,maltese,38.0,33.0,0.0,1,large,adult
Doberman Pinscher,1,10,Sable,Male,doberman pinscher,18.0,15.625,0.0,0,small,puppy
Shetland Sheepdog,9,18,Sable,Male,sheepdog shetland,27.0,23.75,0.0,0,medium,senior
Cavalier King Charles Spaniel,14,14,Gray,Male,cavalier charle king spaniel,17.0,18.0,0.0,0,medium,senior
Miniature Schnauzer,9,26,Brown,Male,miniature schnauzer,19.0,17.5,0.0,0,large,senior
Bernese Mountain Dog,5,7,Brindle,Female,bernese mountain,22.0,26.5,0.0,1,small,adult
Pekingese,1,52,Merle,Male,pekingese,95.0,86.375,0.0,0,giant,puppy
Vizsla,5,37,Black and Tan,Male,vizsla,35.0,32.625,0.0,0,large,adult
Rottweiler,13,9,Spotted,Male,rottweiler,8.0,8.5,0.0,0,small,senior
Basenji,3,45,Black and Tan,Male,basenji,86.0,86.375,0.0,0,giant,adult
Rottweiler,8,11,Sable,Female,rottweiler,8.0,8.5,0.0,1,medium,senior
West Highland White Terrier,5,6,Brown,Male,highland terrier west white,44.0,41.0,0.0,0,small,adult
Schnauzer,5,58,Brindle,Male,schnauzer,,,,0,giant,adult
Bull Terrier,6,59,Black and Tan,Female,bull terrier,64.0,58.125,0.0,1,giant,adult
Pembroke Welsh Corgi,14,44,White,Male,corgi pembroke welsh,11.0,16.625,0.0,0,large,senior
