Breed,Age,Weight,Gender,Color,Coat Length,Coat Type,Energy Level,Playfulness Level,is_brachycephalic,size_category,Spayed/Neutered,Indoor/Outdoor,Season,Sun Exposure,Wind Cooling Effect,Station_Temp,Station_Humidity,Ambient_Temp,Ambient_Humidity,T_device,H_device,breed_wt_mu,breed_wt_sd,ideal_weight,pct_of_ideal,BCS_cont,BCS,Temp_Diff,Hum_Diff,CBT_simulated,is_old,is_overweight,heat_stress_risk,High_humidity_fordogs,prior_heat_related_injury_est,simulated_heat_injury_flag,target2Category,target3Category
Cocker Spaniel,3.9,39.5,Male,Red,Long,Double,4.0,3.0,0.0,Large,1,Indoor_Now,Summer,0.0,0.0,34.34033232042495,88.50209585197886,24.47,53.7,28.18,61.68,32.101694915254235,18.31872503022262,72.46313109612198,0.5451047919472793,3.1804191677891174,3,3.71,7.98,39.96621575386924,0,0,0,1,0.0,0,1,Heat Stress
Chinese Shar-Pei,11.6,15.8,Female,Brindle,Short,Smooth,3.0,3.0,0.0,Medium,1,Outdoor_Now,Fall,1.5146009699768552,-0.5888201875732362,33.570160436244166,83.74352032931725,33.57,83.74,38.2,87.97,38.234375,14.039334976675413,16.971883371867428,0.9309514833333147,4.723805933333258,5,4.63,4.23,38.36273194330915,0,0,0,1,0.002,0,0,Normal
Pembroke Welsh Corgi,2.8,55.5,Male,Brindle,Short,Double,4.0,4.0,0.0,Giant,1,Indoor_Now,Spring,0.0,0.0,25.624235247853445,79.12352853086354,22.72,51.82,25.21,55.65,34.47761194029851,14.676675175623544,25.793368909831266,2.151715822544061,9.606863290176245,9,2.49,3.83,38.578078162411266,0,1,1,0,0.052000000000000005,0,0,Normal
Lhasa Apso,6.8,12.7,Male,Red,Long,Silky,3.0,3.0,0.0,Medium,0,Indoor_Now,Fall,0.0,0.0,40.35283497907919,54.57168873919146,25.67,46.91,29.26,52.75,29.946428571428573,15.75080909074156,7.314856862403683,1.7361925515281706,7.944770206112683,8,3.59,5.84,39.13388338663158,0,1,1,0,0.042,0,0,Normal
Golden Retriever,8.2,10.9,Male,Black and Tan,Medium,Double,3.0,4.0,0.0,Small,1,Outdoor_Now,Winter,3.044684488051967,0.13395361254610505,6.2819746821674585,73.42021827035865,6.28,73.42,15.75,85.55,35.45454545454545,16.512792145477587,37.42045791332043,0.2912845167541353,2.1651380670165414,2,9.47,12.13,38.47461370824223,0,0,0,1,0.0,0,0,Normal
Great Dane,14.8,-1.9,Male,Cream,Short,Smooth,4.0,4.0,0.0,Toy,1,Indoor_Now,Winter,0.0,0.0,19.00763417632774,72.18895329257694,21.4,50.44,23.66,53.91,32.574074074074076,15.574049353890862,22.113601868381863,-0.0859199695874343,0.6563201216502632,1,2.26,3.47,38.26883073632594,1,0,1,0,0.0,0,0,Normal
Pug,15.8,77.4,Male,Tan,Short,Smooth,3.0,5.0,1.0,Giant,1,Indoor_Now,Summer,0.0,0.0,33.9539490957281,57.04186862243104,24.39,47.41,26.89,51.4,33.6,17.300469646804387,28.18949332458053,2.745703837553872,11.982815350215487,9,2.5,3.99,39.299427764085344,1,1,1,0,0.102,0,0,Normal
Cocker Spaniel,7.6,35.7,Male,Red,Long,Double,4.0,3.0,0.0,Large,1,Indoor_Now,Summer,0.0,0.0,31.85823904132241,74.76421883556709,23.97,50.95,27.6,58.28,32.101694915254235,18.31872503022262,55.884700188459874,0.6388152728673314,3.5552610914693257,4,3.63,7.33,39.09621994662777,0,0,0,0,0.002,0,0,Normal
Doberman Pinscher,7.4,58.0,Male,Red,Short,Smooth,5.0,4.0,0.0,Giant,0,Outdoor_Now,Fall,1.7489363677713614,-0.657229603661672,27.601078728384273,92.15137914136517,27.6,92.15,32.39,99.76,30.075757575757574,16.58573122254428,30.55721132327694,1.898078963632998,8.592315854531993,9,4.79,7.61,39.57575393911369,0,1,1,1,0.042,0,0,Normal
Doberman Pinscher,7.4,58.0,Male,Red,Short,Smooth,5.0,4.0,0.0,Giant,1,Indoor_Now,Summer,0.0,0.0,28.137952169119647,90.02636700835124,23.23,54.01,25.45,58.68,30.075757575757574,16.58573122254428,51.651299823006866,1.1229146255514997,5.491658502205999,5,2.22,4.67,39.85086941006801,0,0,0,0,0.002,0,1,Heat Stress
Labrador Retriever,0.4,31.8,Male,Sable,Short,Double,5.0,5.0,0.0,Large,1,Indoor_Now,Fall,0.0,0.0,26.479292587668095,81.21699128072176,22.9,52.24,25.46,55.9,31.923076923076923,15.760270419007453,30.27092099583939,1.0505131312116593,5.202052524846637,5,2.56,3.66,39.02740759935019,0,0,0,0,0.002,0,0,Normal
Doberman Pinscher,4.2,-4.1,Female,White,Short,Smooth,5.0,4.0,0.0,Toy,1,Indoor_Now,Winter,0.0,0.0,18.21220767051584,51.75854443972412,21.24,46.35,23.65,48.35,30.075757575757574,16.58573122254428,30.868070447167764,-0.1328233329976797,0.46870666800928085,1,2.41,2.0,38.969690879402364,0,0,0,0,0.0,0,0,Normal
Doberman Pinscher,4.2,-4.1,Female,White,Short,Smooth,5.0,4.0,0.0,Toy,1,Indoor_Now,Summer,0.0,0.0,40.044107181158765,64.446261471664,25.61,48.89,27.89,52.46,30.075757575757574,16.58573122254428,25.275104458065186,-0.1622149576791049,0.35114016928358005,1,2.28,3.57,39.727667745063954,0,0,0,0,0.0,0,0,Normal
Poodle,6.2,61.5,Female,Black and White,Long,Curly,4.0,5.0,0.0,Giant,1,Indoor_Now,Fall,0.0,0.0,26.90462439197248,61.11024435309674,22.98,48.22,27.23,58.32,33.540983606557376,15.44730156639211,27.87748458371804,2.2060813921468125,9.82432556858725,9,4.25,10.1,40.43754967159522,0,1,1,0,0.052000000000000005,0,1,Heat Stress
West Highland White Terrier,7.5,-7.0,Male,Merle,Medium,Double,4.0,5.0,0.0,Toy,0,Outdoor_Now,Winter,2.503010941328039,-0.3102385304069347,12.67413408033109,61.23205461622908,12.67,61.23,20.57,73.3,29.520833333333332,18.118979802351294,55.416699556846794,-0.1263157145044222,0.494737141982311,1,7.9,12.07,39.12414665369075,0,0,0,1,0.0,0,0,Normal
Cocker Spaniel,7.0,53.3,Male,Red,Long,Double,4.0,3.0,0.0,Giant,1,Outdoor_Now,Summer,4.458089184029943,-0.08628706735078207,38.80329184007798,60.06734552122656,38.8,60.07,51.29,75.88,32.101694915254235,18.31872503022262,28.034169170219634,1.901251279335931,8.605005117343724,9,12.49,15.81,40.80037391720087,0,1,1,1,0.052000000000000005,0,1,Heat Stroke
Bull Terrier,10.5,15.5,Male,Cream,Short,Smooth,4.0,4.0,1.0,Medium,1,Indoor_Now,Fall,0.0,0.0,38.69043609012526,76.44737436794462,25.34,51.29,27.77,54.4,34.163636363636364,16.000883813973616,43.30801885996026,0.3579013865797098,2.4316055463188393,2,2.43,3.11,39.72692125868123,0,0,1,0,0.042,0,0,Normal
Bull Terrier,7.0,34.1,Female,Red,Short,Smooth,4.0,4.0,1.0,Large,1,Indoor_Now,Summer,0.0,0.0,29.384578564975335,91.76912253894466,23.48,54.35,25.87,57.74,34.163636363636364,16.000883813973616,47.34312189444102,0.7202735822118226,3.8810943288472903,4,2.39,3.39,38.9050929160608,0,0,1,0,0.052000000000000005,0,0,Normal
Pug,6.6,45.9,Female,Brown,Short,Smooth,3.0,5.0,1.0,Giant,1,Indoor_Now,Winter,0.0,0.0,20.63661898247628,65.6081516161136,21.73,49.12,23.96,52.21,33.6,17.300469646804387,42.984051775443845,1.0678379097389323,5.271351638955729,5,2.23,3.09,38.51682040221672,0,0,1,0,0.052000000000000005,0,0,Normal
Rottweiler,6.6,32.8,Male,White,Short,Smooth,3.0,4.0,0.0,Large,1,Outdoor_Now,Fall,2.025268447794384,-0.5939146241653048,34.302612917290496,62.93081317595801,34.3,62.93,39.9,71.13,30.728813559322035,15.845224154137336,36.689870636069905,0.893979712421069,4.575918849684276,5,5.6,8.2,40.32343027393088,0,0,0,1,0.002,0,1,Heat Stress
Dachshund,4.1,51.5,Female,Merle,Short,Smooth,3.0,4.0,0.0,Giant,1,Indoor_Now,Fall,0.0,0.0,26.0995284120474,67.32894065555874,22.82,49.47,25.02,50.9,33.88135593220339,14.82319331988604,58.68985123815013,0.8774941308170071,4.509976523268028,5,2.2,1.43,39.44783642390632,0,0,0,0,0.002,0,0,Normal
Saint Bernard,-1.9,21.4,Male,White,Short,Smooth,3.0,3.0,0.0,Medium,1,Indoor_Now,Summer,0.0,0.0,43.370879720428384,100.0,26.27,56.0,28.34,56.63,34.2962962962963,14.315356090088146,37.979886077927006,0.5634561398128354,3.2538245592513415,3,2.07,0.63,39.80917530925962,0,0,0,0,0.0,0,1,Heat Stress
Pomeranian,5.7,43.0,Male,Tan,Long,Double,3.0,3.0,0.0,Large,0,Indoor_Now,Fall,0.0,0.0,34.00370986006446,83.8430890171906,24.4,52.77,28.43,60.56,32.25,14.363813871537397,39.02725357568954,1.1017941581927027,5.407176632770811,5,4.03,7.79,39.82979767001563,0,0,0,1,0.0,0,1,Heat Stress
Bull Terrier,15.1,33.4,Male,Sable,Short,Smooth,4.0,4.0,1.0,Large,1,Outdoor_Now,Fall,3.5596018903530164,-0.7816593219952042,28.327492604996525,55.256218309857765,28.33,55.26,36.81,64.59,34.163636363636364,16.000883813973616,36.33944351781264,0.919111487869323,4.676445951477292,5,8.48,9.33,38.895085350901596,1,0,1,1,0.052000000000000005,0,0,Normal
Beagle,0.9,39.1,Female,Brown,Short,Smooth,4.0,4.0,0.0,Large,1,Indoor_Now,Spring,0.0,0.0,38.20388359292143,63.04749246669606,25.24,48.61,27.89,52.37,32.50909090909091,15.570476249611975,19.831974519365595,1.9715636464649295,8.886254585859717,9,2.65,3.76,38.26155542959614,0,1,1,0,0.052000000000000005,0,0,Normal
Bull Terrier,11.2,40.4,Female,Black and Tan,Short,Smooth,4.0,4.0,1.0,Large,0,Indoor_Now,Summer,0.0,0.0,35.59678777716769,80.04734605244407,24.72,52.01,26.92,54.56,34.163636363636364,16.000883813973616,14.93634060358945,2.7048124485251233,11.819249794100493,9,2.2,2.55,40.52085030254487,0,1,1,0,0.092,0,1,Heat Stress
French Bulldog,9.0,18.7,Female,Black,Short,Smooth,3.0,5.0,1.0,Medium,1,Indoor_Now,Summer,0.0,0.0,30.358171723202283,80.84637025187403,23.67,52.17,26.02,57.05,28.957142857142856,15.170944497156986,32.52182229447661,0.5749985296234751,3.2999941184939003,3,2.35,4.88,39.6087820161943,0,0,1,0,0.042,0,0,Normal
Vizsla,8.4,32.8,Female,Blue,Short,Smooth,5.0,5.0,0.0,Large,1,Indoor_Now,Spring,0.0,0.0,28.240259075763934,75.72844503584847,23.25,51.15,25.51,53.97,29.96875,15.145819005036781,15.161317169196094,2.163400424512006,9.653601698048025,9,2.26,2.82,39.5603254506885,0,1,1,0,0.052000000000000005,0,0,Normal
Pug,14.3,33.9,Female,Brown,Short,Smooth,3.0,5.0,1.0,Large,1,Indoor_Now,Spring,0.0,0.0,32.37750468484784,69.56481460195951,24.08,49.91,26.56,54.29,33.6,17.300469646804387,22.524625192903684,1.505019493539901,7.020077974159604,7,2.48,4.38,39.678092569200444,1,1,1,0,0.072,0,0,Normal
Siberian Husky,10.6,6.3,Male,Black and Tan,Medium,Double,5.0,5.0,0.0,Small,0,Indoor_Now,Fall,0.0,0.0,23.64778562679011,63.28366328217207,22.33,48.66,25.62,55.0,28.18867924528302,15.890317085200499,24.921304045240586,0.25279576014815963,2.0111830405926385,2,3.29,6.34,39.36517748518243,0,0,0,0,0.0,0,0,Normal
Weimaraner,12.2,53.4,Male,Brindle,Short,Smooth,5.0,5.0,0.0,Giant,0,Indoor_Now,Fall,0.0,0.0,33.895726230101644,73.86891716144999,24.38,50.77,26.94,52.26,29.863636363636363,14.363293348121658,31.90838054133391,1.6735415302831176,7.69416612113247,8,2.56,1.49,39.08921168069473,1,1,1,0,0.042,0,0,Normal
Papillon,5.0,10.2,Female,Black and White,Medium,Silky,4.0,5.0,0.0,Small,0,Indoor_Now,Winter,0.0,0.0,13.047990071701935,59.788959946445274,20.21,47.96,23.33,53.7,32.125,16.89595822246608,44.946638414609474,0.22693577005493223,1.907743080219729,2,3.12,5.74,39.093297783930446,0,0,0,0,0.0,0,0,Normal
Bloodhound,12.9,11.3,Male,Merle,Short,Smooth,3.0,3.0,0.0,Medium,1,Outdoor_Now,Winter,2.208443236259012,-0.40077961545076357,10.603699486208672,51.67050638381133,10.6,51.67,16.82,58.23,32.271186440677965,17.013007709594138,51.18665399510656,0.22076066939402367,1.8830426775760944,2,6.22,6.56,39.888193587206956,1,0,1,0,0.0,0,1,Heat Stress
Pembroke Welsh Corgi,9.6,49.2,Male,Black and White,Short,Double,4.0,4.0,0.0,Giant,1,Indoor_Now,Summer,0.0,0.0,21.722822097810095,85.26746869612752,21.94,53.05,24.62,57.57,34.47761194029851,14.676675175623544,45.388453819494146,1.0839761185887502,5.335904474355001,5,2.68,4.52,39.739075654143775,0,0,0,0,0.002,0,0,Normal
Samoyed,2.0,43.7,Female,Bicolor,Long,Double,4.0,5.0,0.0,Large,1,Indoor_Now,Fall,0.0,0.0,21.50422713789304,87.06172540294786,21.9,53.41,25.96,64.12,33.017857142857146,13.828154509653745,27.982753706709204,1.5616761830527923,7.246704732211169,7,4.06,10.71,39.29091111837711,0,1,1,1,0.022,0,0,Normal
Cocker Spaniel,5.6,50.6,Male,Brindle,Long,Double,4.0,3.0,0.0,Giant,0,Indoor_Now,Winter,0.0,0.0,16.88282752906076,56.118874959314795,20.98,47.22,24.91,55.69,32.101694915254235,18.31872503022262,8.545269239467117,5.921404999891544,24.685619999566175,9,3.93,8.47,39.01887729280171,0,1,1,0,0.042,0,0,Normal
Poodle,11.2,21.7,Female,Blue,Long,Curly,4.0,5.0,0.0,Medium,1,Indoor_Now,Winter,0.0,0.0,14.008225490863513,66.62649135934205,20.4,49.33,24.22,59.08,33.540983606557376,15.44730156639211,33.69200590507599,0.6440696959729165,3.576278783891666,4,3.82,9.75,38.92224865955832,0,0,0,0,0.002,0,0,Normal
Whippet,11.4,38.3,Female,White,Short,Smooth,4.0,4.0,0.0,Large,0,Indoor_Now,Spring,0.0,0.0,26.109730280953674,83.08348683353063,22.82,52.62,24.98,56.2,32.666666666666664,15.193293197726764,59.564483658151275,0.6430006213066319,3.5720024852265277,4,2.16,3.58,38.39147224565222,0,0,0,0,0.0,0,0,Normal
French Bulldog,6.1,21.2,Male,Cream,Short,Smooth,3.0,5.0,1.0,Medium,0,Indoor_Now,Summer,0.0,0.0,32.28907317187433,55.39211022190422,24.06,47.08,26.46,50.93,28.957142857142856,15.170944497156986,38.95826240591394,0.5441721137126947,3.1766884548507788,3,2.4,3.85,39.51507693862021,0,0,1,0,0.032,0,0,Normal
French Bulldog,11.7,58.0,Male,Bicolor,Short,Smooth,3.0,5.0,1.0,Giant,1,Indoor_Now,Summer,0.0,0.0,40.97194029641777,67.41372595523518,25.79,49.48,28.3,53.28,28.957142857142856,15.170944497156986,18.01050830606395,3.2203422032498663,13.881368812999465,9,2.51,3.8,39.61113919593672,0,1,1,0,0.102,0,0,Normal
Dachshund,11.7,36.1,Female,Gray,Short,Smooth,3.0,4.0,0.0,Large,0,Indoor_Now,Winter,0.0,0.0,7.629025498946598,68.78164493618898,19.13,49.76,21.2,52.95,33.88135593220339,14.82319331988604,9.738031026499755,3.7071149087287116,15.828459634914847,9,2.07,3.19,38.68329137712741,0,1,1,0,0.042,0,0,Normal
Rottweiler,9.8,29.6,Female,Merle,Short,Smooth,3.0,4.0,0.0,Large,1,Indoor_Now,Fall,0.0,0.0,36.69144520756801,78.45272572386578,24.94,51.69,26.92,56.02,30.728813559322035,15.845224154137336,32.20046626494191,0.9192413475151088,4.676965390060435,5,1.98,4.33,38.46687858477081,0,0,0,0,0.002,0,0,Normal
Poodle,12.6,53.8,Female,Tan,Long,Curly,4.0,5.0,0.0,Giant,0,Outdoor_Now,Fall,2.3326746447475375,-0.5604297001787524,21.774288787043403,43.067727690145844,21.77,43.07,30.35,58.53,33.540983606557376,15.44730156639211,48.471027379103994,1.109941400235171,5.439765600940684,5,8.58,15.46,40.636814944845526,1,0,1,0,0.0,0,1,Heat Stress
Doberman Pinscher,12.2,8.6,Male,Tan,Short,Smooth,5.0,4.0,0.0,Small,1,Outdoor_Now,Summer,3.601253874578285,0.3815470597572016,32.43474224214659,83.55619470703849,32.43,83.56,42.42,95.4,30.075757575757574,16.58573122254428,31.09074449661028,0.2766096514973332,2.1064386059893327,2,9.99,11.84,40.145633756643186,1,0,1,1,0.0,0,1,Heat Stress
Doberman Pinscher,12.2,8.6,Male,Tan,Short,Smooth,5.0,4.0,0.0,Small,1,Indoor_Now,Winter,0.0,0.0,5.835954126764128,54.92069062282901,18.77,46.98,21.24,48.97,30.075757575757574,16.58573122254428,30.72804506058309,0.27987462212595465,2.119498488503819,2,2.47,1.99,39.09469958342351,1,0,1,0,0.0,0,0,Normal
Basenji,8.5,0.8,Female,Bicolor,Short,Smooth,4.0,3.0,0.0,Toy,1,Indoor_Now,Summer,0.0,0.0,32.019822476265354,86.9518791550308,24.0,53.39,25.95,55.16,31.93877551020408,17.33662808822372,35.505797526755146,0.022531531629367448,1.09012612651747,1,1.95,1.77,38.86934908580722,0,0,0,0,0.0,0,0,Normal
Jack Russell Terrier,10.1,34.4,Female,Blue,Short,Wiry,5.0,5.0,0.0,Large,1,Indoor_Now,Fall,0.0,0.0,29.83962869664115,69.30215600085378,23.57,49.86,25.69,53.27,29.545454545454547,14.82842388395189,19.3775293033939,1.7752521212276,8.1010084849104,8,2.12,3.41,39.829162299781416,0,1,1,0,0.052000000000000005,0,1,Heat Stress
Poodle,6.6,64.8,Male,Tan,Long,Curly,4.0,5.0,0.0,Giant,0,Indoor_Now,Winter,0.0,0.0,12.679275332125881,79.14981746494709,20.14,51.83,24.42,63.0,33.540983606557376,15.44730156639211,42.692713344157944,1.5178234158515298,7.071293663406119,7,4.28,11.17,38.09883987603528,0,1,1,1,0.012,0,0,Normal
Cavalier King Charles Spaniel,3.6,16.2,Female,Tan,Medium,Wavy,3.0,3.0,1.0,Medium,1,Indoor_Now,Fall,0.0,0.0,25.744070904570727,93.85614911515901,22.75,54.77,25.92,60.01,30.234375,15.476292353144535,18.809058099091562,0.861287147642041,4.445148590568164,4,3.17,5.24,38.22645646491538,0,0,1,1,0.052000000000000005,0,0,Normal
Bloodhound,2.0,14.4,Female,Red,Short,Smooth,3.0,3.0,0.0,Medium,1,Indoor_Now,Winter,0.0,0.0,18.707218073361254,62.958705351810366,21.34,48.59,23.56,51.35,32.271186440677965,17.013007709594138,43.210124434284765,0.333255231002631,2.333020924010524,2,2.22,2.76,37.99370805748074,0,0,0,0,0.0,0,0,Normal
West Highland White Terrier,6.9,19.8,Female,Red,Medium,Double,4.0,5.0,0.0,Medium,1,Outdoor_Now,Summer,3.1948496726040108,-0.8897998787025947,35.76232996405622,72.25343468295114,35.76,72.25,44.35,86.06,29.520833333333332,18.118979802351294,32.921628937649785,0.6014283204971171,3.4057132819884686,3,8.59,13.81,39.898659403881545,0,0,0,1,0.0,0,1,Heat Stress
Bull Terrier,5.2,23.9,Female,Black and Tan,Short,Smooth,4.0,4.0,1.0,Medium,0,Indoor_Now,Summer,0.0,0.0,35.54676903987873,77.77637618556234,24.71,51.56,26.93,53.16,34.163636363636364,16.000883813973616,59.13214139555428,0.40417951110758976,2.616718044430359,3,2.22,1.6,39.14362347180639,0,0,1,0,0.032,0,0,Normal
Yorkshire Terrier,10.3,19.8,Female,Brown,Long,Silky,4.0,4.0,0.0,Medium,1,Indoor_Now,Fall,0.0,0.0,29.425070305535208,54.6072401147939,23.49,46.92,27.15,54.43,29.471698113207548,14.228362484278883,49.65874622168081,0.3987213030230594,2.5948852120922377,3,3.66,7.51,39.02813239217123,0,0,0,0,0.0,0,0,Normal
Border Collie,1.7,15.1,Male,Tan,Medium,Double,5.0,5.0,0.0,Medium,1,Indoor_Now,Fall,0.0,0.0,34.633547445378966,69.14465417154379,24.53,49.83,28.01,59.39,30.526315789473685,15.913948579736465,33.17549252079362,0.45515526229296144,2.8206210491718458,3,3.48,9.56,39.722895986594786,0,0,0,0,0.0,0,0,Normal
Border Collie,1.7,15.1,Male,Tan,Long,Silky,4.0,4.0,0.0,Medium,0,Outdoor_Now,Spring,3.4942162668566112,-0.504241116501073,15.237484803356189,83.11337793974889,15.24,83.11,25.38,98.34,30.526315789473685,15.913948579736465,19.58899147327657,0.770841113520291,4.083364454081164,4,10.14,15.23,39.593573254512606,0,0,0,1,0.0,0,0,Normal
Whippet,2.7,28.9,Male,Sable,Short,Smooth,4.0,4.0,0.0,Large,1,Indoor_Now,Spring,0.0,0.0,40.47113012466952,66.59733636317483,25.69,49.32,27.79,52.57,32.666666666666664,15.193293197726764,15.704170277989807,1.840275512072409,8.361102048289636,8,2.1,3.25,38.20868358970623,0,1,1,0,0.052000000000000005,0,0,Normal
Dogo Argentino,11.1,71.6,Female,Brindle,Short,Smooth,5.0,4.0,0.0,Giant,1,Indoor_Now,Fall,0.0,0.0,24.46343848044405,82.38350391669032,22.49,52.48,25.05,55.17,33.67272727272727,15.511112558247163,53.23963966223434,1.344862595882474,6.379450383529896,6,2.56,2.69,39.236403457316484,0,0,0,0,0.022,0,0,Normal
Pug,3.2,49.1,Male,Brown,Short,Smooth,3.0,5.0,1.0,Giant,1,Outdoor_Now,Winter,1.9817813273642573,-0.7495158051755904,10.564319614830445,67.74092516228616,10.56,67.74,16.06,75.89,33.6,17.300469646804387,50.35440720316342,0.9750884327144931,4.900353730857972,5,5.5,8.15,38.5543881595541,0,0,1,1,0.052000000000000005,0,0,Normal
Boxer,15.0,41.0,Female,Merle,Short,Smooth,4.0,4.0,1.0,Large,1,Outdoor_Now,Fall,2.1778431806822565,-0.8219705466776992,24.410446547057916,70.3885461129647,24.41,70.39,30.25,77.39,32.23076923076923,15.730095277394142,33.673305651439826,1.2175816780330533,5.870326712132213,6,5.84,7.0,39.1837631612575,1,0,1,1,0.072,1,0,Normal
Pug,-2.7,72.3,Male,Gray,Short,Smooth,3.0,5.0,1.0,Giant,1,Indoor_Now,Fall,0.0,0.0,24.225191404204093,64.019437011457,22.45,48.8,24.52,50.9,33.6,17.300469646804387,40.753448679483874,1.7740829878870426,8.09633195154817,8,2.07,2.1,38.6560200208524,0,1,1,0,0.102,0,0,Normal
Border Collie,9.5,8.4,Female,Tan,Medium,Double,5.0,5.0,0.0,Small,1,Indoor_Now,Fall,0.0,0.0,36.30951013721913,81.16854478082803,24.86,52.23,28.25,60.1,30.526315789473685,15.913948579736465,11.107954887585294,0.7562148104677834,4.024859241871134,4,3.39,7.87,38.528299033588404,0,0,0,1,0.002,0,0,Normal
Border Collie,9.5,8.4,Female,Tan,Long,Silky,4.0,4.0,0.0,Small,0,Indoor_Now,Spring,0.0,0.0,29.116461111026126,86.55119326205323,23.42,53.31,27.49,60.56,30.526315789473685,15.913948579736465,8.991214566902421,0.9342453055142581,4.736981222057032,5,4.07,7.25,38.724318368485086,0,0,0,1,0.0,0,0,Normal
Poodle,7.1,33.0,Male,Blue,Long,Curly,4.0,5.0,0.0,Large,0,Indoor_Now,Summer,0.0,0.0,38.1094732415219,95.20309205761073,25.22,55.04,29.42,65.07,33.540983606557376,15.44730156639211,54.97444444566442,0.6002789174634863,3.401115669853945,3,4.2,10.03,40.645365910529975,0,0,0,1,0.0,0,1,Heat Stress
West Highland White Terrier,5.4,15.7,Male,Cream,Medium,Double,4.0,5.0,0.0,Medium,1,Indoor_Now,Fall,0.0,0.0,20.172005393836947,88.08550013216933,21.63,53.62,24.51,61.13,29.520833333333332,18.118979802351294,54.84096983999903,0.28628231859876746,2.14512927439507,2,2.88,7.51,39.38266885994921,0,0,0,1,0.0,0,0,Normal
Siberian Husky,2.0,15.6,Male,Bicolor,Medium,Double,5.0,5.0,0.0,Medium,1,Indoor_Now,Spring,0.0,0.0,27.810005613738475,74.66392775309687,23.16,50.93,26.65,59.58,28.18867924528302,15.890317085200499,41.504261828416055,0.3758650151276609,2.5034600605106436,3,3.49,8.65,38.278132011273534,0,0,0,0,0.0,0,0,Normal
Cocker Spaniel,6.1,22.1,Female,Merle,Long,Double,4.0,3.0,0.0,Medium,0,Indoor_Now,Winter,0.0,0.0,13.846720971240513,76.34886062987478,20.37,51.27,24.51,60.55,32.101694915254235,18.31872503022262,42.774376129299,0.5166644612932706,3.0666578451730824,3,4.14,9.28,38.28867387970021,0,0,0,1,0.0,0,0,Normal
Border Collie,9.9,41.2,Male,Cream,Medium,Double,5.0,5.0,0.0,Large,1,Indoor_Now,Summer,0.0,0.0,25.950899321988388,94.85648071649975,22.79,54.97,25.72,62.44,30.526315789473685,15.913948579736465,27.025425671153933,1.5244903263068879,7.097961305227551,7,2.93,7.47,39.17597902196423,0,1,1,1,0.022,0,0,Normal
Border Collie,9.9,41.2,Male,Cream,Long,Silky,4.0,4.0,0.0,Large,1,Indoor_Now,Summer,0.0,0.0,24.6130178581603,76.49531984801143,22.52,51.3,26.43,60.05,30.526315789473685,15.913948579736465,-1.5493161235732131,-26.592378000288132,-105.36951200115253,1,3.91,8.75,39.208355021554794,0,0,0,1,0.0,0,0,Normal
Bulldog,5.2,59.6,Male,Bicolor,Short,Smooth,3.0,4.0,1.0,Giant,1,Outdoor_Now,Summer,4.669782563887555,0.31481561826132665,35.15895310905017,66.74185483442038,35.16,66.74,47.11,78.29,34.6,14.820656255775308,33.205284167985454,1.794895044369557,8.179580177478229,8,11.95,11.55,39.561089623438725,0,1,1,1,0.102,0,0,Normal
Bernese Mountain Dog,7.2,18.7,Male,Cream,Medium,Double,4.0,4.0,0.0,Medium,1,Indoor_Now,Fall,0.0,0.0,29.61021439520598,55.47847165125459,23.52,47.1,26.74,54.8,33.267857142857146,16.370140301979504,41.640058556126775,0.44908678441924393,2.7963471376769755,3,3.22,7.7,39.67734915358949,0,0,0,0,0.0,0,0,Normal
Maltese,-0.1,31.5,Male,Blue,Long,Silky,3.0,3.0,0.0,Large,1,Indoor_Now,Summer,0.0,0.0,31.793931824859882,100.0,23.96,56.0,27.41,62.23,31.346153846153847,13.70542273583796,58.40159313187177,0.539368847847566,3.157475391390264,3,3.45,6.23,38.98040515551937,0,0,0,1,0.0,0,0,Normal
